active_beam_accuracy,bc_beam_loss,bc_mode_loss,beam_accuracy,entropy,env_collision_count,env_discovered_edges,env_discovery_rate,env_empty_scan_ratio,env_idle_actions,env_lambda2,env_lcc_ratio,env_mean_delay_censored,env_p95_delay_censored,env_piggyback_sense_actions,env_rx_actions,env_scan_actions,env_sense_actions,env_true_edges_seen,env_tx_actions,episode,expert_collision_count,expert_discovered_edges,expert_discovery_rate,expert_empty_scan_ratio,expert_idle_actions,expert_lambda2,expert_lcc_ratio,expert_mean_delay_censored,expert_p95_delay_censored,expert_piggyback_sense_actions,expert_protocol,expert_rx_actions,expert_scan_actions,expert_sense_actions,expert_true_edges_seen,expert_tx_actions,loss,mode_accuracy,phase,reward_mean,seed,slots,value_loss,run,variant,train_seed,candidate_mask,candidate_score,topology_deficit,rule_residual
0.2101167315175097,3.555107593536377,0.9665501713752748,0.2025,5.305866241455078,523,24,0.5333333333333333,0.5252918287937743,29,2.058515686609211,1.0,50.91111111111111,80.0,771,369,771,0,45,402,12,266.0,32.0,0.7111111111111111,0.3086900129701686,29.0,3.781324922553945,1.0,42.2,80.0,771.0,improved_rl_isac,369.0,771.0,0.0,45.0,402.0,4.71608304977417,0.5125,bc,0.0263687539845705,20260717,80,0.7989232540130615,flat_s20260705,flat,20260705,False,False,False,False
0.1780645161290322,3.5492401123046875,0.9270014762878418,0.1725,5.210712432861328,591,30,0.6666666666666666,0.6232258064516129,25,3.2724316732427723,1.0,37.93333333333333,80.0,775,348,775,0,45,427,13,458.0,31.0,0.6888888888888889,0.3083870967741935,25.0,4.220836815728978,1.0,38.66666666666666,80.0,775.0,improved_rl_isac,348.0,775.0,0.0,45.0,427.0,4.925022602081299,0.53125,bc,0.0410187542438507,20260718,80,1.8159669637680051,flat_s20260705,flat,20260705,False,False,False,False
0.1914618369987063,3.429863691329956,0.9160224199295044,0.185,5.086598873138428,690,26,0.5777777777777777,0.5679172056921087,27,3.131915094832741,1.0,53.31111111111111,80.0,773,361,773,0,45,412,14,466.0,31.0,0.6888888888888889,0.2884864165588616,27.0,4.564354573719152,1.0,42.577777777777776,80.0,773.0,improved_rl_isac,361.0,773.0,0.0,45.0,412.0,4.516057014465332,0.49625,bc,0.0323312580585479,20260719,80,0.70102858543396,flat_s20260705,flat,20260705,False,False,False,False
0.1897905759162303,3.3348872661590576,0.9281051754951476,0.18125,5.0194830894470215,518,26,0.5777777777777777,0.5445026178010471,36,2.630728295286238,1.0,49.04444444444445,80.0,764,357,764,0,45,407,15,423.0,29.0,0.6444444444444445,0.3049738219895287,36.0,3.5922095348575893,1.0,43.11111111111112,80.0,764.0,improved_rl_isac,357.0,764.0,0.0,45.0,407.0,4.477288722991943,0.50875,bc,0.0326625034213066,20260720,80,0.8772644996643066,flat_s20260705,flat,20260705,False,False,False,False
0.2077922077922078,3.233994960784912,0.900351881980896,0.2,4.889226913452148,469,25,0.5555555555555556,0.4818181818181818,30,2.581984084094612,1.0,49.86666666666667,80.0,770,352,770,0,45,418,16,283.0,30.0,0.6666666666666666,0.3142857142857143,30.0,2.8231182782490336,1.0,43.977777777777774,80.0,770.0,improved_rl_isac,352.0,770.0,0.0,45.0,418.0,4.298319816589356,0.52375,bc,0.032150000333786,20260721,80,0.6754483580589294,flat_s20260705,flat,20260705,False,False,False,False
0.1895006402048655,3.259021282196045,0.8596216440200806,0.18625,4.79973840713501,491,21,0.4666666666666667,0.58898847631242,19,1.7947845455452789,1.0,54.53333333333333,80.0,781,337,781,0,45,444,17,510.0,28.0,0.6222222222222222,0.2893725992317542,19.0,3.627173168317626,1.0,47.82222222222222,80.0,781.0,improved_rl_isac,337.0,781.0,0.0,45.0,444.0,4.308456897735596,0.545,bc,0.0181187540292739,20260722,80,0.7784549593925476,flat_s20260705,flat,20260705,False,False,False,False
0.1893644617380026,3.2498931884765625,0.8769461512565613,0.1825,4.53380298614502,650,33,0.7333333333333333,0.5901426718547341,29,3.839468638646371,1.0,41.55555555555556,80.0,771,374,771,0,45,397,18,524.0,33.0,0.7333333333333333,0.3203631647211414,29.0,4.468246574016052,1.0,41.37777777777778,80.0,771.0,improved_rl_isac,374.0,771.0,0.0,45.0,397.0,4.52857780456543,0.495,bc,0.0489812567830085,20260723,80,1.6250886917114258,flat_s20260705,flat,20260705,False,False,False,False
0.2051948051948052,3.187725067138672,0.8756237030029297,0.1975,4.326573371887207,786,27,0.6,0.5558441558441558,30,2.943467676183642,1.0,49.68888888888889,80.0,770,374,770,0,45,396,19,421.0,34.0,0.7555555555555555,0.3259740259740259,30.0,4.456140315938541,1.0,38.977777777777774,80.0,770.0,improved_rl_isac,374.0,770.0,0.0,45.0,396.0,4.237614631652832,0.49125,bc,0.0354375019669532,20260724,80,0.7143692970275879,flat_s20260705,flat,20260705,False,False,False,False
0.2236842105263158,2.9924137592315674,0.9040722846984864,0.2125,4.126529216766357,714,29,0.6444444444444445,0.5407894736842105,40,3.649003940347436,1.0,45.55555555555556,80.0,760,375,760,0,45,385,20,411.0,32.0,0.7111111111111111,0.3118421052631579,40.0,3.763932022500208,1.0,42.51111111111111,80.0,760.0,improved_rl_isac,375.0,760.0,0.0,45.0,385.0,4.242449760437012,0.48625,bc,0.0411499962210655,20260725,80,1.400361180305481,flat_s20260705,flat,20260705,False,False,False,False
0.1685971685971685,3.361068725585937,0.8396259546279907,0.16375,4.225781440734863,610,26,0.5777777777777777,0.685971685971686,23,2.93505021439841,1.0,47.91111111111111,80.0,777,373,777,0,45,404,21,444.0,38.0,0.8444444444444444,0.3925353925353925,23.0,4.913869802348509,1.0,44.24444444444445,80.0,777.0,improved_rl_isac,373.0,777.0,0.0,45.0,404.0,4.412504196166992,0.49875,bc,0.0270687565207481,20260726,80,0.8641414046287537,flat_s20260705,flat,20260705,False,False,False,False
0.2036082474226804,3.160670518875122,0.8381155133247375,0.1975,4.14626407623291,413,25,0.5555555555555556,0.6146907216494846,24,2.3111658142494083,1.0,50.04444444444445,80.0,776,361,776,0,45,415,22,333.0,29.0,0.6444444444444445,0.3247422680412371,24.0,3.607655654370379,1.0,43.73333333333333,80.0,776.0,improved_rl_isac,361.0,776.0,0.0,45.0,415.0,4.215799808502197,0.51375,bc,0.0265500023961067,20260727,80,0.884640634059906,flat_s20260705,flat,20260705,False,False,False,False
0.1660280970625798,3.195177793502808,0.8076545596122742,0.1625,3.85656476020813,524,26,0.5909090909090909,0.5977011494252874,17,2.354714130992088,1.0,48.54545454545455,80.0,783,377,783,0,44,406,23,437.0,32.0,0.7272727272727273,0.3103448275862069,17.0,4.612786380765623,1.0,46.52272727272727,80.0,783.0,improved_rl_isac,377.0,783.0,0.0,44.0,406.0,4.186310768127441,0.495,bc,0.0319687575101852,20260728,80,0.7493406534194946,flat_s20260705,flat,20260705,False,False,False,False
0.2030848329048843,3.151205539703369,0.8223689794540405,0.19875,3.750887632369995,507,29,0.6444444444444445,0.5848329048843187,22,2.797807971504932,1.0,46.04444444444445,80.0,778,380,778,0,45,398,24,416.0,36.0,0.8,0.3110539845758355,22.0,5.000000000000001,1.0,36.333333333333336,80.0,778.0,improved_rl_isac,380.0,778.0,0.0,45.0,398.0,4.287840843200684,0.495,bc,0.0387750007212162,20260729,80,1.2720681428909302,flat_s20260705,flat,20260705,False,False,False,False
0.2276315789473684,3.02600646018982,0.8968586921691895,0.21625,3.614152431488037,664,28,0.6222222222222222,0.4855263157894737,40,3.645426164467569,1.0,50.44444444444444,80.0,760,387,760,0,45,373,25,383.0,35.0,0.7777777777777778,0.3026315789473684,40.0,5.052587357519544,1.0,39.422222222222224,80.0,760.0,improved_rl_isac,387.0,760.0,0.0,45.0,373.0,4.176127910614014,0.4775,bc,0.0391000062227249,20260730,80,1.0275070667266846,flat_s20260705,flat,20260705,False,False,False,False
0.2067183462532299,3.156667232513428,0.8360012769699097,0.2,3.422637224197388,810,26,0.5777777777777777,0.6162790697674418,26,3.005200280373044,1.0,49.31111111111111,80.0,774,359,774,0,45,415,26,606.0,34.0,0.7555555555555555,0.3036175710594315,26.0,4.459362389605747,1.0,41.84444444444444,80.0,774.0,improved_rl_isac,359.0,774.0,0.0,45.0,415.0,4.175861358642578,0.52,bc,0.0310625080019235,20260731,80,0.7464615702629089,flat_s20260705,flat,20260705,False,False,False,False
0.2190721649484536,2.980928897857666,0.8275735974311829,0.21375,3.557901382446289,593,29,0.6444444444444445,0.5489690721649485,24,3.43104184945269,1.0,45.31111111111111,80.0,776,369,776,0,45,407,27,341.0,30.0,0.6666666666666666,0.3182989690721649,24.0,3.919395599429073,1.0,45.0,80.0,776.0,improved_rl_isac,369.0,776.0,0.0,45.0,407.0,4.117854118347168,0.51,bc,0.0394125021994113,20260732,80,1.251636624336243,flat_s20260705,flat,20260705,False,False,False,False
0.2061459667093469,3.0136964321136475,0.8058972358703613,0.20125,3.6925220489501953,369,29,0.6444444444444445,0.382842509603073,19,2.5801650489361694,1.0,45.355555555555554,80.0,781,379,781,0,45,402,28,326.0,34.0,0.7555555555555555,0.2650448143405889,19.0,4.438447187191169,1.0,40.04444444444445,80.0,781.0,improved_rl_isac,379.0,781.0,0.0,45.0,402.0,4.130171775817871,0.49,bc,0.0421437546610832,20260733,80,1.2570830583572388,flat_s20260705,flat,20260705,False,False,False,False
0.1909090909090909,3.1746585369110107,0.8512877225875854,0.18375,3.633090972900391,518,28,0.6222222222222222,0.4597402597402597,30,3.812586178383373,1.0,44.73333333333333,80.0,770,369,770,0,45,401,29,379.0,33.0,0.7333333333333333,0.3311688311688311,30.0,4.393744888528982,1.0,40.11111111111112,80.0,770.0,improved_rl_isac,369.0,770.0,0.0,45.0,401.0,4.266907215118408,0.50125,bc,0.0383125059306621,20260734,80,0.978376030921936,flat_s20260705,flat,20260705,False,False,False,False
0.2122395833333333,3.077033519744873,0.8562495112419128,0.20375,3.663063764572144,432,24,0.5333333333333333,0.5794270833333334,32,2.5692675147261195,1.0,49.48888888888889,80.0,768,367,768,0,45,401,30,344.0,35.0,0.7777777777777778,0.3098958333333333,32.0,4.604182110035032,1.0,40.66666666666666,80.0,768.0,improved_rl_isac,367.0,768.0,0.0,45.0,401.0,4.159650802612305,0.49625,bc,0.0274000000208616,20260735,80,0.920124053955078,flat_s20260705,flat,20260705,False,False,False,False
0.238651102464332,2.817302227020264,0.844406247138977,0.23,3.348961591720581,678,25,0.5555555555555556,0.4617380025940337,29,2.740392929662663,1.0,45.68888888888889,80.0,771,374,771,0,45,397,31,515.0,30.0,0.6666666666666666,0.2749675745784695,29.0,4.3248691294333526,1.0,39.62222222222222,80.0,771.0,improved_rl_isac,374.0,771.0,0.0,45.0,397.0,3.832886934280396,0.495,bc,0.0335687547922134,20260736,80,0.6981101036071777,flat_s20260705,flat,20260705,False,False,False,False
0.189987163029525,3.075230360031128,0.8100690841674805,0.185,3.605386257171631,473,23,0.5227272727272727,0.5083440308087291,21,2.1492894815392445,1.0,49.15909090909091,80.0,779,381,779,0,44,398,32,300.0,29.0,0.6590909090909091,0.3607188703465982,21.0,2.679427826692491,1.0,42.38636363636363,80.0,779.0,improved_rl_isac,381.0,779.0,0.0,44.0,398.0,4.073777675628662,0.4975,bc,0.0235312562435865,20260737,80,0.768334150314331,flat_s20260705,flat,20260705,False,False,False,False
0.2108667529107374,3.122403383255005,0.8294838070869446,0.20375,3.664202928543091,496,23,0.5227272727272727,0.6248382923673997,27,1.5718404783688342,1.0,50.15909090909091,80.0,773,349,773,0,44,424,33,409.0,33.0,0.75,0.351875808538163,27.0,4.375237415959829,1.0,38.52272727272727,80.0,773.0,improved_rl_isac,349.0,773.0,0.0,44.0,424.0,4.182521820068359,0.53,bc,0.0202312525361776,20260738,80,0.937195599079132,flat_s20260705,flat,20260705,False,False,False,False
0.2317708333333333,2.867762565612793,0.8520156741142273,0.2225,3.5550284385681152,505,29,0.6444444444444445,0.3854166666666667,32,3.674246365950357,1.0,46.13333333333333,80.0,768,358,768,0,45,410,34,426.0,34.0,0.7555555555555555,0.2565104166666667,32.0,5.32777750031637,1.0,36.75555555555555,80.0,768.0,improved_rl_isac,358.0,768.0,0.0,45.0,410.0,3.976008415222168,0.5125,bc,0.0445750057697296,20260739,80,1.039141058921814,flat_s20260705,flat,20260705,False,False,False,False
0.2464332036316472,3.008129596710205,0.8416150808334351,0.2375,3.6487128734588623,613,28,0.6222222222222222,0.5369649805447471,29,3.1855276940609945,1.0,49.66666666666666,80.0,771,380,771,0,45,391,35,505.0,31.0,0.6888888888888889,0.2944228274967574,29.0,4.455844450485599,1.0,42.577777777777776,80.0,771.0,improved_rl_isac,380.0,771.0,0.0,45.0,391.0,4.156955242156982,0.48875,bc,0.0384062528610229,20260740,80,1.2434372901916504,flat_s20260705,flat,20260705,False,False,False,False
0.2036082474226804,3.1536433696746826,0.8187952041625977,0.19875,3.679122447967529,682,29,0.6444444444444445,0.4871134020618556,24,4.082539700269904,1.0,43.06666666666667,80.0,776,380,776,0,45,396,36,604.0,32.0,0.7111111111111111,0.3054123711340206,24.0,4.65707691722283,1.0,41.06666666666667,80.0,776.0,improved_rl_isac,380.0,776.0,0.0,45.0,396.0,4.233983516693115,0.495,bc,0.0416750013828277,20260741,80,1.0608960390090942,flat_s20260705,flat,20260705,False,False,False,False
0.2152061855670103,3.133882761001587,0.8155290484428406,0.20875,3.740401029586792,566,26,0.5777777777777777,0.4987113402061855,24,2.971978963092102,1.0,44.95555555555556,80.0,776,353,776,0,45,423,37,223.0,33.0,0.7333333333333333,0.3350515463917525,24.0,4.68649916903325,1.0,43.17777777777778,80.0,776.0,improved_rl_isac,353.0,776.0,0.0,45.0,423.0,4.158644676208496,0.52875,bc,0.0319875031709671,20260742,80,0.8518928289413452,flat_s20260705,flat,20260705,False,False,False,False
0.2275064267352185,2.9712491035461426,0.8117230534553528,0.22125,3.7947258949279785,604,27,0.6,0.512853470437018,22,3.82388133032275,1.0,47.888888888888886,80.0,778,383,778,0,45,395,38,503.0,29.0,0.6444444444444445,0.2969151670951157,22.0,4.287308981312278,1.0,45.71111111111111,80.0,778.0,improved_rl_isac,383.0,778.0,0.0,45.0,395.0,3.995835781097412,0.49375,bc,0.0372875034809112,20260743,80,0.8666337728500366,flat_s20260705,flat,20260705,False,False,False,False
0.2496765847347994,2.896620512008667,0.8272811770439148,0.24125,3.7704825401306152,602,29,0.6444444444444445,0.4605433376455368,27,3.4847834480114503,1.0,45.24444444444445,80.0,773,359,773,0,45,414,39,332.0,34.0,0.7555555555555555,0.3208279430789133,27.0,4.807298049192477,1.0,37.13333333333333,80.0,773.0,improved_rl_isac,359.0,773.0,0.0,45.0,414.0,4.073424816131592,0.5175,bc,0.0416687540709972,20260744,80,1.413172960281372,flat_s20260705,flat,20260705,False,False,False,False
,,,,,0,0,0.0,0.615,0,0.0,0.1,80.0,80.0,800,0,800,0,45,800,40,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_deterministic,-0.0602000057697296,20460705,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,0,0,0.0,0.51375,0,0.0,0.1,80.0,80.0,800,0,800,0,43,800,41,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_deterministic,-0.0565000027418136,20460706,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,0,0,0.0,0.6125,0,0.0,0.1,80.0,80.0,800,0,800,0,43,800,42,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_deterministic,-0.0594500005245208,20460707,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,0,0,0.0,0.42375,0,0.0,0.1,80.0,80.0,800,0,800,0,45,800,43,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_deterministic,-0.0537000000476837,20460708,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,0,0,0.0,0.8075,0,0.0,0.1,80.0,80.0,800,0,800,0,45,800,44,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_deterministic,-0.0639999955892562,20460709,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,653,27,0.6,0.768542199488491,14,2.7234855641735685,1.0,44.51111111111111,80.0,782,360,782,4,45,422,45,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_stochastic,0.0171500034630298,20460705,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,570,27,0.627906976744186,0.7470664928292047,23,2.765846482085493,1.0,43.093023255813954,80.0,767,341,767,10,43,426,46,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_stochastic,0.0163937490433454,20460706,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,693,27,0.627906976744186,0.7557251908396947,11,2.7369268655266463,1.0,45.81395348837209,80.0,786,358,786,3,43,428,47,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_stochastic,0.0156937502324581,20460707,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,358,26,0.5777777777777777,0.6697368421052632,28,2.3233870983149374,1.0,51.8,80.0,760,341,760,12,45,419,48,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_stochastic,0.0181999970227479,20460708,80,,flat_s20260705,flat,20260705,False,False,False,False
,,,,,559,22,0.4888888888888889,0.6033810143042913,19,1.5366400160992502,1.0,52.31111111111111,80.0,769,325,769,12,45,444,49,,,,,,,,,,,improved_rl_isac,,,,,,,,eval_stochastic,0.0105687519535422,20460709,80,,flat_s20260705,flat,20260705,False,False,False,False
0.1851851851851851,4.250219821929932,1.4093365669250488,0.18125,5.658580780029297,611,23,0.5111111111111111,0.4865900383141762,17,2.432816090217367,1.0,52.04444444444445,80.0,783,365,783,0,45,418,0,451.0,28.0,0.6222222222222222,0.334610472541507,17.0,3.583062254069834,1.0,43.333333333333336,80.0,783.0,improved_rl_isac,365.0,783.0,0.0,45.0,418.0,5.933010578155518,0.03625,bc,0.0249562542885541,20261714,80,1.116451621055603,flat_s20261714,flat,20261714,False,False,False,False
0.1893644617380026,4.193219184875488,1.3580961227416992,0.1825,5.658588886260986,561,24,0.5333333333333333,0.5369649805447471,29,2.810704014801959,1.0,48.977777777777774,80.0,771,353,771,0,45,418,1,298.0,28.0,0.6222222222222222,0.3009079118028534,29.0,3.11777762131409,1.0,42.2,80.0,771.0,improved_rl_isac,353.0,771.0,0.0,45.0,418.0,5.748434543609619,0.39375,bc,0.027706254273653,20261715,80,0.8111111521720886,flat_s20261714,flat,20261714,False,False,False,False
0.1510883482714468,4.146411895751953,1.3223345279693604,0.1475,5.653158664703369,480,21,0.4772727272727273,0.5774647887323944,19,1.971527534657736,1.0,52.02272727272727,80.0,781,361,781,0,44,420,2,432.0,28.0,0.6363636363636364,0.3098591549295774,19.0,3.2672497170245096,1.0,47.77272727272727,80.0,781.0,improved_rl_isac,361.0,781.0,0.0,44.0,420.0,5.603610515594482,0.42,bc,0.0188687555491924,20261716,80,0.5620714426040649,flat_s20261714,flat,20261714,False,False,False,False
0.2319587628865979,4.026841163635254,1.2596721649169922,0.225,5.641013145446777,587,28,0.6222222222222222,0.375,24,3.3959685004384,1.0,48.93333333333333,80.0,776,376,776,0,45,400,3,474.0,33.0,0.7333333333333333,0.2615979381443299,24.0,4.601102378301281,1.0,43.422222222222224,80.0,776.0,improved_rl_isac,376.0,776.0,0.0,45.0,400.0,5.649332523345947,0.45375,bc,0.042162500321865,20261717,80,1.4738415479660034,flat_s20261714,flat,20261714,False,False,False,False
0.1636828644501279,4.026679992675781,1.2151354551315308,0.16,5.6257004737854,618,26,0.5777777777777777,0.5421994884910486,18,3.3385145282273565,1.0,43.86666666666667,80.0,782,376,782,0,45,406,4,402.0,32.0,0.7111111111111111,0.2736572890025575,18.0,4.390254373367707,1.0,38.77777777777778,80.0,782.0,improved_rl_isac,376.0,782.0,0.0,45.0,406.0,5.51254940032959,0.47,bc,0.0334750041365623,20261718,80,1.1054391860961914,flat_s20261714,flat,20261714,False,False,False,False
0.1909090909090909,3.958632230758667,1.1897342205047607,0.18375,5.608405113220215,625,30,0.6666666666666666,0.512987012987013,30,3.919395599429073,1.0,46.55555555555556,80.0,770,352,770,0,45,418,5,408.0,36.0,0.8,0.3090909090909091,30.0,5.438447187191173,1.0,38.73333333333333,80.0,770.0,improved_rl_isac,352.0,770.0,0.0,45.0,418.0,5.614511013031006,0.4525,bc,0.042687501758337,20261719,80,1.887012600898743,flat_s20261714,flat,20261714,False,False,False,False
0.1890482398956975,3.8996119499206543,1.1601427793502808,0.18125,5.588683128356934,526,26,0.5777777777777777,0.5501955671447197,33,2.2284090051619585,1.0,49.28888888888889,80.0,767,352,767,0,45,415,6,437.0,26.0,0.5777777777777777,0.3285528031290743,33.0,3.389777089089177,1.0,50.24444444444445,80.0,767.0,improved_rl_isac,352.0,767.0,0.0,45.0,415.0,5.325690269470215,0.4325,bc,0.0317312516272068,20261720,80,1.0860966444015503,flat_s20261714,flat,20261714,False,False,False,False
